1	0.46958714723587	0.078234939525525	-0.045962023238341	-0.023487272361914	0.037107244133949	0.078590512275696	0.092516796042522	0.079923328012228	0.070021177331607	0.080119085808595	0.10677588482698	0.12117408216	0.11970331271489	
1	0.71852795779705	0.039154373109341	0.39465327933431	0.21044649556279	0.13142420724034	0.27344835922122	0.074186217039824	0.030415074899793	0.028245333582163	0.085285093635321	0.14618283044547	0.040689310990274	0.11173811741173	
1	0.87403539635918	-0.0043191096999428	0.44596578045325	0.2303720346906	0.16364415125413	0.35428261485967	0.060682248662819	0.12894397161224	0.032227624546398	0.052956930615685	0.16822358153083	0.057674815031615	0.11702350797978	
1	0.98408131301403	-0.15467546880245	0.43342632800341	0.29129396875699	0.18376560385029	0.34038719534874	0.067080533752839	0.15339862803618	0.059931580598156	0.065659604345759	0.20100503911575	0.10913089786967	0.11654116399586	
1	0.62439928203821	0.17409579083323	0.26638261601329	0.17046328447759	0.13695271778852	0.19775418005884	0.13070640619844	0.12111429125071	0.065618579275906	0.060250828042626	0.13425618037581	0.091355539858341	0.078546109609306	
1	0.45019886710427	0.090779120271856	0.23651272600347	0.12228294936093	0.089172867211429	0.17552943663164	0.066872786391865	0.080133243040605	0.085570552132346	0.031172936612909	0.10447598587383	0.070656023242257	0.032495867122303	

2	0.63859167860614	-0.54120678040716	0.5445316599475	0.048624479108387	0.084069436622991	0.35738922241661	-0.014476113021374	0.23872396515475	0.20502293772168	0.16991647125946	0.32896632866727	0.091333926137951	0.1871089902189	
2	0.76740316634483	-0.51890291051662	0.45157418352492	-0.0073276225556719	0.13058390769553	0.36225893649649	-0.038222325609085	0.2970788580306	0.17171287282984	0.13005880599326	0.3285433789517	0.032780987151126	0.19942434290622	
2	0.58846426691328	-0.39033499445234	0.33365946837834	0.0043212720326015	0.16942576340267	0.36032810211182	-0.041032297270639	0.20510110855103	0.23200867176056	0.21182148115976	0.27367010797773	0.044050170694079	0.20836247716631	
2	0.66199280665471	-0.54236047695845	0.33997973417624	0.066362900611682	0.12722325019347	0.39920652218354	0.037228257228167	0.24042404309297	0.17177714139987	0.067048033078512	0.29652610803262	0.13961789241204	0.1897148169004	

3	0.03177608648936	-0.30711015065511	0.20176210403442	0.22097215652466	0.027799359957377	0.20367239316305	0.27160263061523	0.12394134998322	0.12577808698018	0.15210938453674	0.089659341176351	0.079771820704142	0.12781536579132	
3	0.66022118197547	-0.57486950556437	0.4576198524899	0.2288005789121	0.004262473848131	0.33595575491587	0.19876968794399	0.17062567869822	0.12982442246543	0.18167391419411	0.29535857439041	0.077765896585253	0.20055341654354	
3	0.71758542991266	-0.56283829561094	0.52150318099231	0.16933214010262	-0.15851117488815	0.34078403217037	0.23687782011381	0.13507163524628	0.093193199576401	0.17078034761475	0.24822167652409	0.099037562928549	0.25246195386096	
3	0.31418499079618	0.17777618494901	0.16231777451255	0.14859142086723	0.1401761228388	0.13387354937467	0.12991016561335	0.12477119402452	0.11599431254647	0.11152720451355	0.10989105701447	0.10968342694369	0.1050675348802	
3	0.55608588807723	-0.11971452043337	0.46436255118426	0.29525905759896	0.0014232800287359	0.24479898109156	0.27704253266839	0.18716500436558	0.13967275619507	0.23592530103291	0.27588536458857	0.1544612085118	0.21093608964892	
3	0.91146355486931	-0.13807076342562	0.34829513316459	0.25035374722582	-0.11723037476235	0.072979564362384	0.084023901756774	0.11039680369357	0.22017104828611	0.27478538168238	0.30110382019205	0.17730899060026	0.10072086973393	
