  class		  occ1		occ2		occ3			occ4		occ5		dcc1		dcc2		dcc3		dcc4		dcc5	
  SNARE	 16.405673	-57.171508	-19.655030	 14.367994	  6.506878	  6.785947	-54.655886	 -8.881438	 -0.891643	 -1.983031
  SNARE	  2.988440	-63.163461	  4.477505	 -6.601550	-23.257220	  8.560311	-60.889960	  1.450039	 -5.056599	 -6.578724
  SNARE	  0.638385	-61.149200	  0.648397	  0.062435	  1.343896	  6.677634	-56.925060	 -2.595582	 -4.077069	 -2.850060
  SNARE	  5.628969	-62.131931	 10.105499	 -2.139946	-10.557209	  2.450447	-56.666364	  4.599928	 -8.605103	-14.488959

  BASS	  5.945321	-30.137868	 21.291136	  6.625596	-14.613411	 18.720762	-49.145038	 16.705990	 13.791954	-15.829006
  BASS	  6.156804	-39.999606	  9.769360	 -1.195975	-26.610114	 12.334427	-37.907021	 16.033632	  8.062851	-14.311748
  BASS	 12.057847	-51.334782	 16.434760	 -1.201681	-23.338308	 12.769947	-49.370068	 15.907304	  7.143583	-12.821751
  BASS	 11.194991	-33.783614	 20.509940	 14.863405	-17.395428	 16.988962	-47.371219	  5.478481	 19.376130	-12.326630
  BASS	 11.481055	-38.275980	  4.620863	  1.244554	  1.544958	 10.210870	-30.872805	  2.128729	  6.541566	 -4.485584
  BASS	  4.505349	-34.979651	 -1.008186	  5.222799	-20.081834	 16.047409	-37.961912	  1.745534	 11.882036	 -7.343160
  BASS	  2.740202	-45.677578	 21.050179	  3.831726	-11.921661	 10.823875	-45.796367	 13.400683	  8.178113	 -9.687867
  BASS	 13.327421	-42.525456	 10.882346	 29.394111	  3.948756	  7.530206	-32.059672	  7.496704	  9.788557	  6.455731
  BASS	  3.871778	-32.263700	  3.433778	 13.753966	  8.819768	 14.895397	-47.007690	 10.235198	  8.776034	 -9.150918
  BASS	  8.005380	-33.144833	 10.851443	 17.138637	  3.129123	 22.907474	-34.016547	 12.285876	  8.745463	 -4.811125

