  0.000000	 -0.029872	  6.143187	 -9.683387	 -5.026441	  5.849741	 -2.832535	  2.568877	 -2.096885	  3.348182	  6.681751
  0.000000	 -1.560017	  1.881711	  1.812487	  3.063625	  2.978388	 10.942988	 10.248414	 10.920506	  7.832358	 14.405872
  0.000000	  2.374814	 -0.015467	 -2.509045	 -4.436204	  5.095508	  8.132593	  3.535668	  7.561573	  8.122306	 13.762995
  0.000000	  2.353945	  4.789649	  5.796181	 -0.330630	  4.928122	  9.682890	  4.430794	  6.889482	 13.958085	 16.824449
  0.000000	  1.832786	 -3.105536	  2.416199	  2.280037	 -6.612383	  9.052895	  8.270208	 11.533485	 12.079693	 11.786561
  0.000000	  4.930975	  4.376830	  5.569133	  3.160589	  9.709583	  9.050069	  9.926504	 11.504431	  6.984972	 11.753244
  0.000000	  0.080794	  7.228142	 12.188313	-11.157556	 10.184451	 11.581703	  9.434934	 14.903891	  7.890862	 13.056140
  0.000000	  1.965096	 -5.346653	  0.650069	  3.856934	  3.659125	 11.627594	 10.097652	 10.750710	  9.647145	 11.860126
  0.000000	  6.780645	  4.222696	  2.093260	  1.168577	 11.980474	  3.751116	  5.291123	 -0.222291	  1.911168	  8.054263
  0.000000	  6.109588	  5.012732	  9.874446	  1.739599	 10.617015	 -2.200019	  3.598391	  5.531915	 -0.041041	  6.928016
  0.000000	 -2.999733	 -7.038397	 13.175205	  8.292000	 14.695920	 12.102386	  7.047968	 12.257770	  4.257156	  9.372381
  0.000000	  6.362377	  1.559631	 -5.756643	  0.643465	  3.464584	  3.588061	 -9.545506	  3.516804	 -0.798997	 14.853328
  0.000000	  7.881756	  0.465929	 13.400678	  0.535834	 11.688339	  9.984337	 10.771969	  8.632920	  8.003284	 10.843087
  0.000000	  2.972989	 -8.709793	 -0.121550	  0.666332	 10.729206	  9.077518	  7.542507	 11.107120	  9.768163	 16.142891
  0.000000	  2.534941	 -8.760165	 -0.173324	  6.368256	  6.570555	 10.665078	  9.101451	 11.429670	 10.340794	 12.634876
  0.000000	  1.460513	 -2.502500	 -4.205719	 -7.648707	 13.953521	  7.566719	  4.750122	  9.946955	  8.591941	 19.505981
  0.000000	 -0.364585	 -4.174860	  2.174466	 -7.658776	  4.306295	 18.561776	 12.374616	 12.615186	  6.535549	 10.254149
  0.000000	  2.575789	 -2.869412	  3.056989	 -9.632586	 12.772586	  6.374615	 13.073261	 14.521428	  5.724935	 17.943350
  0.000000	 10.919249	  5.227851	 18.156393	  3.627929	  6.817887	  9.705729	  9.082522	 14.221821	 11.229221	 14.127028
  0.000000	  6.545557	  0.251092	 10.369263	  2.874917	 13.080750	 12.526423	 12.249655	 14.340658	 10.639662	 14.794303
  0.000000	  5.177214	  1.072679	 13.797452	  1.809478	 13.399061	  9.338465	 11.037937	 11.060369	  5.029233	 19.310916
  0.000000	  4.807664	  2.206360	 16.193100	  4.866856	 10.379378	 15.439183	 11.483152	  7.831267	  7.263316	 12.589654
  0.000000	  4.293375	  0.842821	 12.754894	 -0.357685	 10.510530	  9.750945	  8.022239	  9.088957	  8.638348	 13.846703
  0.000000	  7.240418	  5.068975	 16.848709	 -0.650945	 10.487522	  7.707700	  7.822425	  7.381791	  2.179322	 11.733647
  0.000000	  2.736169	  1.075967	  8.047400	-14.400711	 16.937461	  5.531558	  8.641835	 13.911788	  5.532390	 16.919592
  0.000000	  5.193678	 -1.244080	  5.004315	 -6.732224	  5.815004	  7.815890	 12.512033	 11.048563	  4.561706	 15.501462
  0.000000	  1.231223	 -4.581811	  9.388763	-13.629177	 15.229936	 15.103786	 12.073206	 11.240893	  5.013340	 15.733637
  0.000000	  4.518376	  1.614778	 17.342608	 -3.011283	 18.279149	 11.223800	 12.112190	 14.032666	 10.262155	 15.222187
  0.000000	  8.860588	  3.696487	 18.338591	  4.120521	 15.026732	 14.666716	 12.890188	 10.408724	 11.861241	 10.470861
